word,score
word,similarity
 Well-being,1.0000000000000002
Well-being,0.9044651136056707
 well-being,0.8974966423347053
well-being,0.8372498285393809
 Welfaring,0.5918712071069231
Fellness,0.5832389444960905
 Wellfare,0.5788861539870177
 Healthiness,0.5698639197878866
 Thrivingness,0.5656061695557081
 Betterness,0.5589610866388001
 Blessedness,0.5585855892434531
Happiness,0.5448178726069947
 thrivingness,0.5381827025025167
 Welldoing,0.5368567956841122
 wellfare,0.5361431627776048
 Well-wish,0.532756677219371
Welfaring,0.5324817646111196
 Betterment,0.5300362387484863
 Unwellness,0.526457818940799
Welfare,0.5264494234344594
 Vitality,0.5258399077990067
Healthiness,0.525722495075453
Thrivingness,0.5244429612230683
 Healthfulness,0.524198003634221
 Thriving,0.5176781554759022
 Happiness,0.5169295680983903
 Healthy,0.5157434051710008
Wellfare,0.5152908972669352
 Wholeness,0.5122089153421051
 Healthful,0.5119844395582037
 Prosperity,0.5114854854011485
 Cheerfulness,0.5101218700093089
 welldoing,0.5080349349002298
 Welcomeness,0.5077232091362789
welfare,0.5071980130641491
 Welfare,0.505170188149214
 healthiness,0.5042601498300203
 Health,0.5030655428231889
happiness,0.5027846157159896
 welfaring,0.5010233242900765
Health,0.5009299175881304
 blessedness,0.5005461822539263
 betterment,0.5004306136338224
 Contentment,0.49925203965166426
Healthfulness,0.49788289391466917
 Self-esteem,0.49787266779008266
 Positivity,0.4975660787982252
 Eelfare,0.49618660282580285
Well-wish,0.4942961657767441
 Well-liking,0.49429219631761484
 Unwell,0.4939394575842784
 Flourishing,0.49323488042470376
healthiness,0.49292918702621735
 welfare,0.4914403136360762
 Healthily,0.4906524215690467
 health,0.49033127790854725
 Wellwisher,0.4892894151365212
weal,0.48911356644175147
 Welldoer,0.4886783695631341
 Blissful,0.48845836670852694
welfaring,0.4883378259446035
 Comfort,0.48831127848814365
 Prospering,0.4881429448155605
 Beneficialness,0.4847188559380041
Unwellness,0.4843231529535305
 Bettering,0.4821624372514001
 Spirituality,0.48180058213511695
 Salubrity,0.4815259441072692
 welling,0.4810897048236744
 Positiveness,0.480072876511305
 Beneficence,0.479128685141058
 healthfulness,0.47787597769156215
 Enjoyment,0.4774104621930602
 Wholesome,0.4761311413308658
 Befit,0.4757122874323153
 Benevolence,0.47563859055034524
 well-wish,0.47460976130368904
 spirituality,0.4733021185932685
 Wealthiness,0.4728274087918335
Blessedness,0.47275831242392385
 weal-balanced,0.4719690189546508
Welldoing,0.4718540407839174
 betterness,0.47176005575628704
 Morale,0.471605372632237
 Uplifting,0.47144856654880085
 unwellness,0.4701438563734778
Well-liking,0.46983056301431864
 Warmth,0.4694540179090236
 Flourish,0.46878190426114386
 Wel-begone,0.4687667285675803
Prosperity,0.4661308233564182
 Healful,0.46609379174425497
 Being,0.46602592261520315
weal-balanced,0.4660059249140285
 gladness,0.46566596825404427
 Weal-balanced,0.4655965313483611
Wellwisher,0.465531710414769
Healthy,0.4653897027613101
health,0.4652932872011753
