word,score
word,similarity
 well-being,1.0
well-being,0.9185718489388752
 Well-being,0.897450552283795
Well-being,0.8824417834459843
 wellfare,0.5763538161521993
 thrivingness,0.5740611858043662
happiness,0.5544312155063023
 healthiness,0.5462527026104936
Fellness,0.5447130648373868
 blessedness,0.5385061763984849
welfare,0.5376469039630186
 betterment,0.5353208957081578
healthiness,0.5352870658276874
 health,0.5309535428937536
 Welfaring,0.5305534839397884
 Healthiness,0.5181207072496372
 betterness,0.5134494843478816
 Thrivingness,0.5118895089885444
 welfare,0.5095293126730589
weal,0.5092521539559972
 well-wish,0.5087896332999655
 welling,0.5087685160735507
 healthfulness,0.5078813298546259
welfaring,0.5069560742916064
health,0.5056125791302067
Thrivingness,0.505564623631925
 beneficialness,0.5002392489075408
 welfaring,0.4997333776483683
thrivingness,0.49869117482331915
weal-balanced,0.49863827144638206
Healthiness,0.4973015808708091
 Betterness,0.4970047032022863
 unwellness,0.496691900234597
Happiness,0.493675658003824
wellfare,0.4932118750084525
healthfulness,0.4931862633455656
 welldoing,0.49175183326727867
 Blessedness,0.48853560460837026
 prosperity,0.48849301735329054
 weal-balanced,0.487500077879174
well-wish,0.48703533550830386
Welfaring,0.4870053709655749
unwellness,0.4866671513806601
 spirituality,0.48108017784297835
Welfare,0.4800596782213336
well-liking,0.4798862570065278
 healthful,0.4789060728133965
 healthfully,0.4786820887731125
 gladness,0.4785364582408259
 Wellfare,0.4779845811674099
 happiness,0.47528933335375484
 wholeness,0.473587198276859
welldoing,0.47289922243365207
 wholesome,0.4706972857557323
welcomeness,0.4700653461613816
 Healthfulness,0.4688966737027591
 contentment,0.46867700567148696
 self-esteem,0.46812393603838054
 Unwellness,0.46636341995533814
benevolence,0.46563312797872053
 welcomeness,0.4650160230013381
 wellwisher,0.4634934409244577
Healthfulness,0.46280543773422195
blessedness,0.46279664394501646
Well-wish,0.46156284826416283
betterness,0.4612499538814196
 Well-wish,0.46063778299864644
 weal,0.45969419803660394
 healthy,0.45915730799996535
positivity,0.4590540922273468
wealful,0.4579554893528693
 Welldoing,0.4576936530922331
 Betterment,0.45621188694800685
beneficialness,0.45480448899002474
prosperity,0.45445635099525267
 bettering,0.4538008441391631
 salubrity,0.4534785612392215
Wellfare,0.45278251063309155
Blessedness,0.4525543767077037
 cheerfulness,0.45217583346161844
 satisfaction,0.45179395743217665
 de bene esse,0.45138586479250276
 healthily,0.4512897995904727
Unwellness,0.45065842063310113
Well-liking,0.45018235211052654
 positivity,0.4500455013911042
 Beneficialness,0.44901576406125965
 blissful,0.44837227203488855
 beatitude,0.4483565686535517
Health,0.4473877906845672
wellwisher,0.4471462022373919
 healful,0.44586032136272913
 uplifting,0.44545972542163365
 beneficence,0.4453361738692174
 benevolence,0.44410854692799134
healthsome,0.44375506563013367
wholeness,0.44337389000046323
 Healthy,0.44276111386358363
 Thriving,0.44269309768420423
